,twz_2_probe_0.1_mol_5.5_x,twz_2_probe_0.1_mol_5.5_y,twz_3_probe_0.1_mol_5.5_x,twz_3_probe_0.1_mol_5.5_y,twz_4_probe_0.1_mol_5.5_x,twz_4_probe_0.1_mol_5.5_y,twz_5_probe_0.1_mol_5.5_x,twz_5_probe_0.1_mol_5.5_y,twz_6_probe_0.1_mol_5.5_x,twz_6_probe_0.1_mol_5.5_y,twz_7_probe_0.1_mol_5.5_x,twz_7_probe_0.1_mol_5.5_y,twz_2_probe_3_mol_5.5_x,twz_2_probe_3_mol_5.5_y,twz_3_probe_3_mol_5.5_x,twz_3_probe_3_mol_5.5_y,twz_4_probe_3_mol_5.5_x,twz_4_probe_3_mol_5.5_y,twz_5_probe_3_mol_5.5_x,twz_5_probe_3_mol_5.5_y,twz_6_probe_3_mol_5.5_x,twz_6_probe_3_mol_5.5_y,twz_7_probe_3_mol_5.5_x,twz_7_probe_3_mol_5.5_y,twz_2_probe_6_mol_5.5_x,twz_2_probe_6_mol_5.5_y,twz_3_probe_6_mol_5.5_x,twz_3_probe_6_mol_5.5_y,twz_4_probe_6_mol_5.5_x,twz_4_probe_6_mol_5.5_y,twz_5_probe_6_mol_5.5_x,twz_5_probe_6_mol_5.5_y,twz_6_probe_6_mol_5.5_x,twz_6_probe_6_mol_5.5_y,twz_7_probe_6_mol_5.5_x,twz_7_probe_6_mol_5.5_y,twz_2_probe_0.1_mol_6_x,twz_2_probe_0.1_mol_6_y,twz_3_probe_0.1_mol_6_x,twz_3_probe_0.1_mol_6_y,twz_4_probe_0.1_mol_6_x,twz_4_probe_0.1_mol_6_y,twz_5_probe_0.1_mol_6_x,twz_5_probe_0.1_mol_6_y,twz_6_probe_0.1_mol_6_x,twz_6_probe_0.1_mol_6_y,twz_7_probe_0.1_mol_6_x,twz_7_probe_0.1_mol_6_y,twz_2_probe_3_mol_6_x,twz_2_probe_3_mol_6_y,twz_3_probe_3_mol_6_x,twz_3_probe_3_mol_6_y,twz_4_probe_3_mol_6_x,twz_4_probe_3_mol_6_y,twz_5_probe_3_mol_6_x,twz_5_probe_3_mol_6_y,twz_6_probe_3_mol_6_x,twz_6_probe_3_mol_6_y,twz_7_probe_3_mol_6_x,twz_7_probe_3_mol_6_y,twz_2_probe_6_mol_6_x,twz_2_probe_6_mol_6_y,twz_3_probe_6_mol_6_x,twz_3_probe_6_mol_6_y,twz_4_probe_6_mol_6_x,twz_4_probe_6_mol_6_y,twz_5_probe_6_mol_6_x,twz_5_probe_6_mol_6_y,twz_6_probe_6_mol_6_x,twz_6_probe_6_mol_6_y,twz_7_probe_6_mol_6_x,twz_7_probe_6_mol_6_y,twz_2_probe_0.1_mol_6.5_x,twz_2_probe_0.1_mol_6.5_y,twz_3_probe_0.1_mol_6.5_x,twz_3_probe_0.1_mol_6.5_y,twz_4_probe_0.1_mol_6.5_x,twz_4_probe_0.1_mol_6.5_y,twz_5_probe_0.1_mol_6.5_x,twz_5_probe_0.1_mol_6.5_y,twz_6_probe_0.1_mol_6.5_x,twz_6_probe_0.1_mol_6.5_y,twz_7_probe_0.1_mol_6.5_x,twz_7_probe_0.1_mol_6.5_y,twz_2_probe_3_mol_6.5_x,twz_2_probe_3_mol_6.5_y,twz_3_probe_3_mol_6.5_x,twz_3_probe_3_mol_6.5_y,twz_4_probe_3_mol_6.5_x,twz_4_probe_3_mol_6.5_y,twz_5_probe_3_mol_6.5_x,twz_5_probe_3_mol_6.5_y,twz_6_probe_3_mol_6.5_x,twz_6_probe_3_mol_6.5_y,twz_7_probe_3_mol_6.5_x,twz_7_probe_3_mol_6.5_y,twz_2_probe_6_mol_6.5_x,twz_2_probe_6_mol_6.5_y,twz_3_probe_6_mol_6.5_x,twz_3_probe_6_mol_6.5_y,twz_4_probe_6_mol_6.5_x,twz_4_probe_6_mol_6.5_y,twz_5_probe_6_mol_6.5_x,twz_5_probe_6_mol_6.5_y,twz_6_probe_6_mol_6.5_x,twz_6_probe_6_mol_6.5_y,twz_7_probe_6_mol_6.5_x,twz_7_probe_6_mol_6.5_y
0,-0.21285248426095815,5.576646796456731,-0.21285248426095815,10.933070674557607,-0.21285248426095815,12.318067156065815,-0.21285248426095815,8.9938447476982,-0.21285248426095815,9.910243835710542,-0.21285248426095815,4.078438284205386,-0.21285248426095815,5.577903902514183,-0.21285248426095815,11.500971151637176,-0.21285248426095815,3.808574978412485,-0.21285248426095815,-0.8697509131975467,-0.21285248426095815,8.671350578424832,-0.21285248426095815,6.735262051739476,-0.21285248426095815,5.98011629373063,-0.21285248426095815,11.313666505035986,-0.21285248426095815,7.231997561418073,-0.21285248426095815,-5.698048555436004,-0.21285248426095815,6.496029860306574,-0.21285248426095815,4.98910098204237,-0.21285248426095815,4.73124074062198,-0.21285248426095815,11.052626077557003,-0.21285248426095815,12.055084520442179,-0.21285248426095815,6.757588028393481,-0.21285248426095815,8.598939943473866,-0.21285248426095815,4.654294669492808,-0.21285248426095815,4.425833517107585,-0.21285248426095815,10.450333386668296,-0.21285248426095815,3.463101394293577,-0.21285248426095815,1.0496469466567504,-0.21285248426095815,8.496236340234761,-0.21285248426095815,4.3102433346339835,-0.21285248426095815,3.4932414559674507,-0.21285248426095815,9.776190552711238,-0.21285248426095815,5.920073092136439,-0.21285248426095815,-4.71651685368031,-0.21285248426095815,7.182683983707301,-0.21285248426095815,6.091235664814624,-0.21285248426095815,4.072664859106498,-0.21285248426095815,9.667005928350987,-0.21285248426095815,11.409043639527187,-0.21285248426095815,7.315285758335068,-0.21285248426095815,7.856028541446045,-0.21285248426095815,5.288029953654482,-0.21285248426095815,3.491349795681102,-0.21285248426095815,9.637103231593407,-0.21285248426095815,3.018545469659303,-0.21285248426095815,0.5955749924322086,-0.21285248426095815,7.689207155301289,-0.21285248426095815,4.041047918406648,-0.21285248426095815,3.942041345846808,-0.21285248426095815,8.64037016972172,-0.21285248426095815,-0.7307600555881643,-0.21285248426095815,-5.537216707080221,-0.21285248426095815,6.462012448206598,-0.21285248426095815,4.692715513990761
1,-0.20149368811809532,5.225724123023907,-0.20149368811809532,10.698771735417584,-0.20149368811809532,12.112540358612884,-0.20149368811809532,8.746003232053953,-0.20149368811809532,9.843441453791444,-0.20149368811809532,3.8555873899503443,-0.20149368811809532,6.136256035908051,-0.20149368811809532,11.270638143207501,-0.20149368811809532,3.5806341381442297,-0.20149368811809532,-1.186474809689936,-0.20149368811809532,8.801883925585777,-0.20149368811809532,6.308580224025246,-0.20149368811809532,6.249915219339819,-0.20149368811809532,10.860833603106864,-0.20149368811809532,5.434573287895003,-0.20149368811809532,-6.048490849202059,-0.20149368811809532,6.06277112865254,-0.20149368811809532,4.713292354327741,-0.20149368811809532,4.696640525196808,-0.20149368811809532,10.865881641338829,-0.20149368811809532,12.154413208271313,-0.20149368811809532,6.540849211137091,-0.20149368811809532,8.734569341406688,-0.20149368811809532,4.5708431970234225,-0.20149368811809532,4.11187031729221,-0.20149368811809532,10.25938284185218,-0.20149368811809532,2.6985615599694617,-0.20149368811809532,0.793046745685125,-0.20149368811809532,8.244516406473824,-0.20149368811809532,4.677790079291824,-0.20149368811809532,3.817997285283417,-0.20149368811809532,9.538077639255775,-0.20149368811809532,5.1958587197855985,-0.20149368811809532,-5.01338503648966,-0.20149368811809532,6.914526408741242,-0.20149368811809532,5.869843378492282,-0.20149368811809532,4.3806253314401635,-0.20149368811809532,9.51730460760581,-0.20149368811809532,11.271507832170672,-0.20149368811809532,7.149161209188352,-0.20149368811809532,7.797423431494744,-0.20149368811809532,4.8726545428039785,-0.20149368811809532,3.574398021886016,-0.20149368811809532,9.487193085485016,-0.20149368811809532,2.8111688975653615,-0.20149368811809532,0.38252337002747205,-0.20149368811809532,7.582628504221696,-0.20149368811809532,4.068532567550791,-0.20149368811809532,4.243399962997036,-0.20149368811809532,8.615584166494989,-0.20149368811809532,-1.3740473382426899,-0.0015007960017456412,1.7973834293572306,-0.20149368811809532,6.202099351001289,-0.20149368811809532,4.508276256031715
2,-0.19163357258875185,4.991493048361921,-0.19163357258875185,10.507514381118183,-0.19163357258875185,12.326651136213593,-0.19163357258875185,8.53941297120238,-0.19163357258875185,9.645468147623278,-0.19163357258875185,3.78834172539782,-0.19163357258875185,6.048858518491416,-0.19163357258875185,11.083871016078337,-0.19163357258875185,3.333486012144813,-0.19163357258875185,-0.48444438729936334,-0.19163357258875185,9.948831465497662,-0.19163357258875185,6.158716328995154,-0.19163357258875185,6.023725971624721,-0.19163357258875185,10.670848739360578,-0.19163357258875185,5.2019820720913375,-0.19163357258875185,-6.37124572190792,-0.19163357258875185,6.773809959169476,-0.19163357258875185,5.395817895619538,-0.19163357258875185,4.510784235004939,-0.19163357258875185,10.728465500283255,-0.19163357258875185,12.121549766997363,-0.19163357258875185,6.369473428693839,-0.19163357258875185,8.580418389096195,-0.19163357258875185,4.011710770924583,-0.19163357258875185,4.502753195702649,-0.19163357258875185,10.117204544196639,-0.19163357258875185,2.497016590855887,-0.19163357258875185,1.187964396792579,-0.19163357258875185,8.89071099619434,-0.19163357258875185,4.566911183089345,-0.19163357258875185,3.62524199264088,-0.19163357258875185,9.390235738747169,-0.19163357258875185,5.013922231615116,-0.19163357258875185,-5.275483295097173,-0.19163357258875185,7.1632451518222275,-0.19163357258875185,6.027860423318431,-0.19163357258875185,4.244816813542208,-0.19163357258875185,9.421828685811407,-0.19163357258875185,11.10695136491934,-0.19163357258875185,7.035090906458625,-0.19163357258875185,7.688443206804878,-0.19163357258875185,4.883927667359736,-0.19163357258875185,3.6608490264356326,-0.19163357258875185,9.391480731592285,-0.19163357258875185,2.6630371939969795,-0.19163357258875185,0.6061742206898751,-0.19163357258875185,8.083477077410535,-0.19163357258875185,4.036051985958641,-0.19163357258875185,4.106513967790686,-0.19163357258875185,8.513028042804716,-0.19163357258875185,-1.555040863032444,0.0040132228347128296,1.7020795480151583,-0.19163357258875185,6.64503874262697,-0.19163357258875185,4.722938096723254
3,-0.18308176698992967,4.95496823569545,-0.18308176698992967,10.880471293714658,-0.18308176698992967,12.353955957376003,-0.18308176698992967,8.88480043516916,-0.18308176698992967,9.602653632455423,-0.18308176698992967,4.512648971593477,-0.18308176698992967,6.0117993418844415,-0.18308176698992967,11.181555459137446,-0.18308176698992967,2.513454298884851,-0.18308176698992967,0.08676398032249281,-0.18308176698992967,10.862772453293198,-0.18308176698992967,6.4574461633915465,-0.18308176698992967,5.986679496327893,-0.18308176698992967,10.487264349927557,-0.18308176698992967,5.165350883959309,-0.18308176698992967,-6.688872813075658,-0.18308176698992967,6.736384411691245,-0.18308176698992967,5.5018175199255825,-0.18308176698992967,4.471121414336456,-0.18308176698992967,10.870793921575485,-0.18308176698992967,12.036159144047787,-0.18308176698992967,6.4451213232359725,-0.18308176698992967,8.768173544700755,-0.18308176698992967,4.255319173581403,-0.18308176698992967,4.463094433704462,-0.18308176698992967,10.357099163319994,-0.18308176698992967,2.369346040112749,-0.18308176698992967,1.4453658951976196,-0.18308176698992967,9.156952886294878,-0.18308176698992967,4.592819032301168,-0.18308176698992967,3.5860267010959688,-0.18308176698992967,9.189397838827286,-0.18308176698992967,4.974005138597032,-0.18308176698992967,-4.5159381217182535,-0.18308176698992967,7.12224184907105,-0.18308176698992967,6.341890365636693,-0.18308176698992967,4.201907460374182,-0.18308176698992967,9.648893208655943,-0.18308176698992967,11.01187866023246,-0.18308176698992967,7.539708037771884,-0.18308176698992967,7.881034680734801,-0.18308176698992967,5.02939542667688,-0.18308176698992967,3.6182347948094544,-0.18308176698992967,9.462861177066063,-0.18308176698992967,2.423276619036749,-0.18308176698992967,1.0946102096527777,-0.18308176698992967,8.277871089856616,-0.18308176698992967,4.1147724615574734,-0.18308176698992967,4.063674509144209,-0.18308176698992967,8.438535251659024,-0.18308176698992967,-1.5950191248322954,0.013409775216506622,3.259331035746523,-0.18308176698992967,6.600916382145609,-0.18308176698992967,4.908980717920383
4,-0.1756479006386312,4.970749302497146,-0.1756479006386312,10.87730712206887,-0.1756479006386312,12.26439659151774,-0.1756479006386312,8.955832756799479,-0.1756479006386312,9.463499904134824,-0.1756479006386312,4.52984423797388,-0.1756479006386312,6.024201469023206,-0.1756479006386312,11.177428650015838,-0.1756479006386312,1.8581172493270472,-0.1756479006386312,0.6627571008159525,-0.1756479006386312,11.44959588669816,-0.1756479006386312,6.473191592465937,-0.1756479006386312,5.9965342839521245,-0.1756479006386312,10.717181822480578,-0.1756479006386312,4.619518001624612,-0.1756479006386312,-6.635863625226078,-0.1756479006386312,6.875597863189626,-0.1756479006386312,5.901573555396789,-0.1756479006386312,4.467059937701808,-0.1756479006386312,10.846271174319865,-0.1756479006386312,11.915033303377449,-0.1756479006386312,6.970725077316935,-0.1756479006386312,8.857627085003225,-0.1756479006386312,4.251947667885672,-0.1756479006386312,4.459058621230388,-0.1756479006386312,10.334218820023853,-0.1756479006386312,2.2950165386181096,-0.1756479006386312,1.9150972446292909,-0.1756479006386312,9.315436995805413,-0.1756479006386312,4.6877430343315885,-0.1756479006386312,3.4127998198901945,-0.1756479006386312,9.653627373369188,-0.1756479006386312,3.797012539898061,-0.1756479006386312,-4.4912658378290775,-0.1756479006386312,7.280322985548942,-0.1756479006386312,6.477996601487768,-0.1756479006386312,4.177317208128166,-0.1756479006386312,9.606887651277042,-0.1756479006386312,10.822600842239623,-0.1756479006386312,7.504446045555487,-0.1756479006386312,7.915746491559396,-0.1756479006386312,5.002159499172492,-0.1756479006386312,3.5955106824871232,-0.1756479006386312,9.421450408207697,-0.1756479006386312,2.166192541969859,-0.1756479006386312,1.5447111304382435,-0.1756479006386312,8.964586655454767,-0.1756479006386312,4.409264874359873,-0.1756479006386312,3.969497116377839,-0.1756479006386312,8.40652718559906,-0.1756479006386312,-2.1948381166585613,0.0254200519359235,3.0964367097721155,-0.1756479006386312,6.568655929476858,-0.1756479006386312,5.048462622791957
5,-0.16914160285185814,4.454490372274907,-0.16914160285185814,10.445186354809165,-0.16914160285185814,12.179794112571507,-0.16914160285185814,8.908238163040044,-0.16914160285185814,9.515763476337513,-0.16914160285185814,5.2945150992441565,-0.16914160285185814,5.870632509936953,-0.16914160285185814,11.17433406021793,-0.16914160285185814,1.1213613093345425,-0.16914160285185814,0.9596851638796992,-0.16914160285185814,11.720966225779478,-0.16914160285185814,6.4188481558836905,-0.16914160285185814,5.807565109049582,-0.16914160285185814,10.959858377620835,-0.05920067383140382,-6.881634087950404,-0.16914160285185814,-6.774812883350639,-0.16914160285185814,7.847490402367365,-0.16914160285185814,5.9842265340997605,-0.16914160285185814,4.571998494566888,-0.16914160285185814,10.658892103577552,-0.16914160285185814,11.694186208001868,-0.16914160285185814,6.93592032174495,-0.16914160285185814,8.822713571808183,-0.16914160285185814,3.921553614175545,-0.16914160285185814,4.942371136838598,-0.16914160285185814,10.337046695515738,-0.16914160285185814,2.0235989995095993,-0.16914160285185814,1.9602129885587536,-0.16914160285185814,9.622375436935268,-0.16914160285185814,4.646732191791934,-0.16914160285185814,3.6009769086594403,-0.16914160285185814,9.632593911320074,-0.16914160285185814,2.8862612425245935,-0.16914160285185814,-4.341885633179906,-0.16914160285185814,7.818033522337428,-0.16914160285185814,6.267661653222194,-0.16914160285185814,4.092569427219618,-0.16914160285185814,9.72378039579703,-0.16914160285185814,10.793701438429906,-0.16914160285185814,7.489278343501646,-0.16914160285185814,8.009624620163772,-0.16914160285185814,5.155784773910184,-0.16914160285185814,3.6663223884835223,-0.16914160285185814,9.427133765809774,-0.16914160285185814,2.1365132647590905,-0.16914160285185814,1.6597152324508213,-0.16914160285185814,9.133208219585367,-0.16914160285185814,4.385683193059846,-0.16914160285185814,4.094798635022709,-0.16914160285185814,8.4003791405187,-0.16914160285185814,-2.764523953156439,0.039116085530396326,2.9753175444113067,-0.16914160285185814,6.741424967626205,-0.16914160285185814,4.810230852130661
6,-0.16337250294661274,4.258598917595561,-0.16337250294661274,10.557937795863804,-0.16337250294661274,12.056210642779776,-0.16337250294661274,8.986996877642873,-0.16337250294661274,9.606029026178675,-0.16337250294661274,5.6904484601519005,-0.16337250294661274,5.849366550759277,-0.16337250294661274,11.162886969511787,-0.16337250294661274,1.0993060716374279,-0.16337250294661274,0.9708377127233391,-0.16337250294661274,11.700672530037297,-0.16337250294661274,6.344996949883649,-0.16337250294661274,6.105724314336661,-0.16337250294661274,11.09395578837376,-0.045556862415479314,-6.995699642164596,-0.16337250294661274,-7.668475952625114,-0.16337250294661274,7.826552976011817,-0.16337250294661274,5.962979453044524,-0.16337250294661274,4.472145501935726,-0.16337250294661274,10.173793687798081,-0.16337250294661274,11.51309787371535,-0.16337250294661274,7.567553950373201,-0.16337250294661274,8.945098089487796,-0.16337250294661274,4.1873886485964995,-0.16337250294661274,4.922062717531952,-0.16337250294661274,10.376789121018623,-0.16337250294661274,2.0028055112199707,-0.16337250294661274,2.203656873914824,-0.16337250294661274,9.602844784723612,-0.16337250294661274,4.771746201069465,-0.16337250294661274,4.295234625431618,-0.16337250294661274,9.795347315320305,-0.16337250294661274,1.909110547526036,-0.16337250294661274,-4.2006094454991505,-0.16337250294661274,7.79820300763008,-0.16337250294661274,6.247573483148009,-0.16337250294661274,4.176050561305804,-0.16337250294661274,9.850617463945913,-0.16337250294661274,10.6347188435533,-0.16337250294661274,7.5615220540321335,-0.16337250294661274,7.990937752934906,-0.16337250294661274,5.136623628756669,-0.16337250294661274,3.646913710473559,-0.16337250294661274,9.447535316047588,-0.16337250294661274,2.116850348692543,-0.16337250294661274,2.2011037850212194,-0.16337250294661274,9.114708080037948,-0.16337250294661274,4.3663940651885875,-0.16337250294661274,4.349546165974098,-0.16337250294661274,8.237926988590342,-0.16337250294661274,-4.089092522252052,0.05634831687623863,3.5718693102425303,-0.16337250294661274,6.722527339061148,-0.16337250294661274,4.791012279579076
7,-0.15815023023988886,4.1290587365795455,-0.15815023023988886,10.47319245143454,-0.15815023023988886,11.779287149919323,-0.15815023023988886,8.896962067261311,-0.15815023023988886,9.400440746579788,-0.15815023023988886,5.589313944865982,-0.15815023023988886,5.748767123597752,-0.15815023023988886,10.941927095510236,-0.15815023023988886,0.5229487696339027,-0.15815023023988886,0.853811943942724,-0.15815023023988886,11.619774851932597,-0.15815023023988886,6.1769453442366355,-0.15815023023988886,6.050388090208674,-0.15815023023988886,11.351066500615488,0.0040132228347128296,-5.795628322976712,-0.15815023023988886,-6.641731355899552,-0.15815023023988886,7.732610871322722,-0.15815023023988886,5.47431810718256,-0.15815023023988886,4.61927022781117,-0.15815023023988886,10.110280593196688,-0.15815023023988886,11.37549792447387,-0.15815023023988886,7.495265467598563,-0.15815023023988886,9.019360086161788,-0.15815023023988886,4.103718917125931,-0.15815023023988886,4.840866684103478,-0.15815023023988886,10.128241471259667,-0.15815023023988886,0.9633844926773534,-0.15815023023988886,2.113307781330815,-0.15815023023988886,9.537409265957013,-0.15815023023988886,4.753778015222985,-0.15815023023988886,4.537914346369075,-0.15815023023988886,10.160726907409382,-0.15815023023988886,2.658676877931828,-0.15815023023988886,-4.059276835977212,-0.15815023023988886,7.7266911360705075,-0.15815023023988886,6.00462053960325,-0.15815023023988886,4.3915866326677575,-0.15815023023988886,9.808541902225373,-0.15815023023988886,10.59528340502421,-0.15815023023988886,7.5117389508682075,-0.15815023023988886,8.117554916939133,-0.15815023023988886,5.078675726070666,-0.15815023023988886,3.5839498521903996,-0.15815023023988886,9.44765502492732,-0.15815023023988886,1.6910788909368015,-0.15815023023988886,2.1332717854314804,-0.15815023023988886,9.070154660884947,-0.15815023023988886,4.408235018960398,-0.15815023023988886,4.4971803350786494,-0.15815023023988886,8.36059624440057,-0.15815023023988886,-7.047648000369215,0.07504378396747219,3.4995277968268734,-0.15815023023988886,6.669919283075927,-0.15815023023988886,4.572448210431553
8,-0.1533992426884256,4.303827152718743,-0.1533992426884256,10.742990055650422,-0.1533992426884256,11.678694386426846,-0.1533992426884256,9.255581389236204,-0.1533992426884256,9.522249331371055,-0.1533992426884256,5.463215453697019,-0.1533992426884256,6.027869137536535,-0.1533992426884256,10.795024327896078,-0.1533992426884256,0.20804054134428132,-0.1533992426884256,0.6974242559319883,-0.1533992426884256,11.51836748070378,-0.1533992426884256,5.67120973731942,-0.1533992426884256,5.920538613888321,-0.1533992426884256,11.248286872171636,0.013409775216506622,-6.00465599638417,-0.1533992426884256,-6.836397769984313,-0.1533992426884256,7.669348619625519,-0.1533992426884256,5.677433882240429,-0.1533992426884256,4.3427571120130875,-0.1533992426884256,10.001407872876761,-0.1533992426884256,11.307007989376473,-0.1533992426884256,7.78226817103684,-0.1533992426884256,9.26106165679052,-0.1533992426884256,3.394155066478659,-0.1533992426884256,4.943525083830515,-0.1533992426884256,10.140141220725676,-0.1533992426884256,0.9409246355248997,-0.1533992426884256,1.9975170936192104,-0.1533992426884256,9.459532460629584,-0.1533992426884256,4.696384158226821,-0.1533992426884256,4.434505796526285,-0.1533992426884256,10.086033300990929,-0.1533992426884256,1.3844069023967467,-0.1533992426884256,-4.206590078663524,-0.1533992426884256,7.763840515001245,-0.1533992426884256,6.024991782792642,-0.1533992426884256,4.37098437054963,-0.1533992426884256,10.059968828752142,-0.1533992426884256,10.556973945246172,-0.1533992426884256,8.046240878045625,-0.1533992426884256,8.341803660543523,-0.1533992426884256,4.8862448420727755,-0.1533992426884256,4.290703479883097,-0.1533992426884256,9.380694362651921,-0.1533992426884256,1.7232070658136904,-0.1533992426884256,2.0517479765577264,-0.1533992426884256,9.024056574840735,-0.1533992426884256,4.071097683107625,-0.1533992426884256,4.427728687516782,-0.1533992426884256,8.310874539470895,-0.1533992426884256,-7.877532100445132,0.09348123046291264,4.142888427696465,-0.1533992426884256,6.908055236546728,-0.1533992426884256,4.622595230759754
9,-0.14838709013419588,4.668492267125173,-0.14838709013419588,10.62360024993068,-0.14838709013419588,11.642656000327433,-0.14838709013419588,9.09200905585273,-0.14838709013419588,9.958226761735762,-0.14838709013419588,5.421006161750487,-0.14838709013419588,5.986220449970914,-0.14838709013419588,10.75810860880428,-0.14838709013419588,-0.07470637798345765,-0.14838709013419588,0.6504833497226031,-0.14838709013419588,11.482169917451536,-0.14838709013419588,5.629206948066379,-0.14838709013419588,5.878783365498814,-0.14838709013419588,11.044560459969881,0.0254200519359235,-6.205911221323594,-0.14838709013419588,-6.890818470895619,-0.14838709013419588,7.832774670360762,-0.14838709013419588,5.635437272497059,-0.14838709013419588,4.600196444580687,-0.14838709013419588,10.22577462861649,-0.14838709013419588,11.277242606335784,-0.14838709013419588,8.128261188301202,-0.14838709013419588,9.22715667386945,-0.14838709013419588,3.356533575984647,-0.14838709013419588,4.907441852351276,-0.14838709013419588,10.109217338872037,-0.14838709013419588,0.9876645613510868,-0.14838709013419588,1.958508980867077,-0.14838709013419588,9.427932850867803,-0.14838709013419588,4.660055558144566,-0.14838709013419588,4.397917196091533,-0.14838709013419588,10.049106669806868,-0.14838709013419588,0.7392265089726744,-0.14838709013419588,-4.251757807052694,-0.14838709013419588,7.884971410753021,-0.14838709013419588,5.98998226248648,-0.14838709013419588,4.4403454637636255,-0.14838709013419588,10.035607373426908,-0.14838709013419588,10.533105930862927,-0.14838709013419588,8.422105326089344,-0.14838709013419588,8.45832091749264,-0.14838709013419588,4.856746765105612,-0.14838709013419588,4.260614132361571,-0.14838709013419588,9.355658504143909,-0.14838709013419588,1.5843259287904894,-0.14838709013419588,2.019435729762226,-0.14838709013419588,8.998666636102717,-0.14838709013419588,4.040790304649144,-0.14838709013419588,4.397775382553563,-0.14838709013419588,8.495108497779386,-0.14838709013419588,-7.488063545883402,0.1121663670710492,4.5886386206275125,-0.14838709013419588,7.063217411416226,-0.14838709013419588,4.592835394892643
